tBodyAcc-std()-X,tBodyAcc-mad()-X,tBodyAcc-max()-X,tBodyAcc-sma(),tGravityAcc-mean()-X,tGravityAcc-max()-X,tGravityAcc-min()-X,tGravityAcc-energy()-X,tBodyAccJerk-entropy()-X,tBodyAccJerk-entropy()-Y,tBodyAccJerk-entropy()-Z,tBodyAccMag-mean(),tBodyAccMag-sma(),tGravityAccMag-mean(),tGravityAccMag-sma(),tBodyAccJerkMag-sma(),tBodyAccJerkMag-entropy(),fBodyAcc-mean()-X,fBodyAcc-std()-X,fBodyAcc-mad()-X,fBodyAcc-sma(),fBodyAcc-entropy()-X,fBodyAcc-entropy()-Y,fBodyAcc-entropy()-Z,fBodyAccJerk-entropy()-X,fBodyAccJerk-entropy()-Y,fBodyAccJerk-entropy()-Z,fBodyAccMag-entropy(),fBodyBodyAccJerkMag-entropy(),"angle(X,gravityMean)",Activity
-0.74961161,-0.7598179,-0.9550692,-0.51791336,0.8564963,0.82767561,0.79136829,0.62849734,-0.66564378,-0.16517025,-0.36234153,-0.58403078,-0.58403078,-0.58403078,-0.58403078,-0.96114158,-0.40776196,-0.75944596,-0.74561205,-0.7915067,-0.68221895,-0.2986444,-0.28120366,-0.14929531,-0.80821445,-0.65292265,-0.80316383,-0.027694622,-0.72364204,-0.60444658,4
-0.77880865,-0.79658836,-0.974493,-0.23133364,0.71579767,0.78594152,0.47072478,0.31900646,-0.21547003,-0.16809422,-0.49164236,-0.33563374,-0.33563374,-0.33563374,-0.33563374,-0.93499772,-0.26663746,-0.8674243,-0.75189382,-0.81826954,-0.82642149,-0.34107762,-0.24518101,-0.51802885,-0.55731147,-0.51325513,-0.72949958,-0.26384539,-0.64749368,-0.43350667,4
-0.70889205,-0.70281826,-0.89691824,-0.58981362,0.48896488,0.68901306,0.3950511,-0.13122831,-0.13918892,-0.67419506,-0.88885295,-0.64159728,-0.64159728,-0.64159728,-0.64159728,-0.96042313,-0.41330423,-0.72965025,-0.70085583,-0.76919371,-0.65377038,-0.25639581,-0.32352877,-0.11144584,-0.67902578,-0.61823559,-1.0,0.017007894,-0.68909729,-0.17316828,4
-0.95326219,-0.95242775,-0.89691824,-0.93338159,0.38726136,0.36279657,0.3950511,-0.31731449,-0.64851405,-0.76783603,-0.7939587,-0.94073082,-0.94073082,-0.94073082,-0.94073082,-0.99025898,-0.82189636,-0.96992625,-0.94759984,-0.96553663,-0.96845461,-0.80086723,-0.78542693,-0.75496674,-1.0,-1.0,-1.0,-0.79053264,-1.0,-0.068100341,4
-0.986811,-0.98851358,-0.92237516,-0.98368805,0.39877142,0.33377638,0.40732884,-0.299215,-0.78694919,-0.82645564,-0.88885295,-0.98642791,-0.98642791,-0.98642791,-0.98642791,-0.99463364,-0.87010746,-0.98784277,-0.98620327,-0.9889742,-0.98843981,-0.85400629,-0.94487044,-0.84810945,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.0814564,4
-0.98951064,-0.99015357,-0.93521134,-0.98824676,0.39945681,0.33369989,0.42872365,-0.2981636,-0.72265031,-0.81637168,-0.93214183,-0.98975843,-0.98975843,-0.98975843,-0.98975843,-0.99449011,-0.84804424,-0.98946587,-0.98937733,-0.9890658,-0.98845614,-0.87389237,-0.90474776,-0.83788423,-1.0,-1.0,-1.0,-0.8734817,-1.0,-0.082116572,4
-0.98951345,-0.98968679,-0.93521134,-0.99003567,0.39787369,0.32956109,0.42872365,-0.30070956,-0.77871779,-0.83690284,-0.78227356,-0.99068448,-0.99068448,-0.99068448,-0.99068448,-0.99411714,-0.85054302,-0.99091948,-0.9887554,-0.98925663,-0.99181363,-0.87389237,-1.0,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.080598365,4
-0.99174891,-0.99199673,-0.9358882,-0.99224506,0.40055805,0.33088373,0.42875445,-0.29639715,-0.83927424,-0.82645564,-0.74121714,-0.99288868,-0.99288868,-0.99288868,-0.99288868,-0.99352697,-0.87243307,-0.99276904,-0.99114971,-0.992065,-0.9929109,-0.94635692,-1.0,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08300467,4
-0.99276449,-0.9930889,-0.93734375,-0.99148525,0.40158922,0.33088373,0.43243812,-0.29474233,-0.81994925,-0.75496819,-0.76089534,-0.99241348,-0.99241348,-0.99241348,-0.99241348,-0.99219141,-0.84633177,-0.99299892,-0.99251583,-0.99193067,-0.9930741,-0.94635692,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.083756735,4
-0.99343941,-0.99358853,-0.93734375,-0.99349785,0.40103635,0.32977262,0.43243812,-0.29563273,-0.81994925,-0.79304645,-0.78227356,-0.99422355,-0.99422355,-0.99422355,-0.99422355,-0.9942613,-0.8758278,-0.99410153,-0.99299782,-0.99365132,-0.99493756,-0.90731609,-1.0,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.082966434,4
-0.99620763,-0.99676322,-0.93995084,-0.99581602,0.40076896,0.32977262,0.43062109,-0.29606227,-0.82823515,-0.87060165,-0.84101105,-0.99603223,-0.99603223,-0.99603223,-0.99603223,-0.99755177,-0.96042189,-0.99639195,-0.99600635,-0.99608185,-0.99712459,-0.94635692,-1.0,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.082511193,4
-0.99177284,-0.99210829,-0.93716956,-0.9926361,0.39918182,0.32878603,0.42970904,-0.29861153,-0.81760141,-0.90831726,-0.80490431,-0.99272292,-0.99272292,-0.99272292,-0.99272292,-0.99697389,-0.90033525,-0.99493395,-0.99036991,-0.99359907,-0.99524094,-0.94635692,-1.0,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.08091696,4
-0.99103937,-0.99119584,-0.93716956,-0.99175924,0.39944813,0.32925198,0.42970904,-0.29818351,-0.74826155,-0.86152718,-0.72109451,-0.99186999,-0.99186999,-0.99186999,-0.99186999,-0.9931588,-0.78351863,-0.99357995,-0.989849,-0.99330298,-0.99293949,-0.94635692,-1.0,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.081138278,4
-0.99180668,-0.992075,-0.93200085,-0.99237724,0.400189,0.32992933,0.43084476,-0.29699422,-0.72265031,-0.86152718,-0.72290823,-0.99279366,-0.99279366,-0.99279366,-0.99279366,-0.99251154,-0.82301906,-0.99333342,-0.99099988,-0.99296093,-0.99322149,-0.94635692,-1.0,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.082211283,4
-0.99352449,-0.99423262,-0.93200085,-0.99442301,0.40110605,0.33051267,0.43084476,-0.29551851,-0.82823515,-0.90831726,-0.72505638,-0.9948191,-0.9948191,-0.9948191,-0.9948191,-0.99419977,-0.83734009,-0.99319191,-0.99355641,-0.99297982,-0.9919871,-0.94635692,-1.0,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.083360685,4
-0.99233597,-0.9934247,-0.93261556,-0.99256359,0.40103079,0.33051267,0.43042643,-0.29563942,-0.88805374,-0.87060165,-0.72947862,-0.99308509,-0.99308509,-0.99308509,-0.99308509,-0.99344127,-0.76221518,-0.99211517,-0.99230002,-0.99340304,-0.99199361,-0.90731609,-1.0,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.08305568,4
-0.98799352,-0.98820971,-0.93261556,-0.98998538,0.40054977,0.33211455,0.43042643,-0.29641171,-0.91577638,-0.81421352,-0.7468569,-0.9904746,-0.9904746,-0.9904746,-0.9904746,-0.99386542,-0.84549161,-0.99355312,-0.98583536,-0.99124664,-0.9936377,-0.94635692,-1.0,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.081670764,4
-0.98848432,-0.98902615,-0.93377354,-0.99076572,0.40248619,0.33211455,0.43048369,-0.2932955,-0.88805374,-0.7639906,-0.78848273,-0.99138961,-0.99138961,-0.99138961,-0.99138961,-0.99445887,-0.8925603,-0.99142804,-0.98714752,-0.98927732,-0.99297421,-0.87389237,-1.0,-0.83788423,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.083231843,4
-0.99274134,-0.99317884,-0.93377354,-0.99141523,0.40480218,0.33592352,0.43515661,-0.28955989,-0.81760141,-0.82645564,-0.79786929,-0.99237022,-0.99237022,-0.99237022,-0.99237022,-0.9949977,-0.87166185,-0.99415067,-0.99198151,-0.99258225,-0.9944362,-0.90731609,-1.0,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.086276273,4
-0.99258239,-0.9925871,-0.93669198,-0.99335371,0.40756616,0.33706569,0.43680459,-0.28508726,-0.81760141,-0.9022359,-0.74613933,-0.99418906,-0.99418906,-0.99418906,-0.99418906,-0.99472934,-0.85678473,-0.99273136,-0.99237247,-0.99191836,-0.99387905,-0.94635692,-1.0,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.088987763,4
-0.96698323,-0.97006362,-0.9316649,-0.94885061,0.97125901,0.94070799,0.97686756,0.92057448,-0.78792545,-0.72998055,-0.69843867,-0.94922608,-0.94922608,-0.94922608,-0.94922608,-0.99237755,-0.93302261,-0.97321799,-0.96447367,-0.97023568,-0.96205692,-0.71749336,-0.61731985,-0.72952251,-1.0,-1.0,-1.0,-0.78151557,-1.0,-0.88216326,4
-0.98937169,-0.98963193,-0.9316649,-0.96700545,0.96244276,0.89155756,0.97686756,0.89695378,-0.86267325,-0.79304645,-0.7265993,-0.96879067,-0.96879067,-0.96879067,-0.96879067,-0.99286584,-0.85846933,-0.99138182,-0.98837698,-0.99015214,-0.9896473,-0.90731609,-0.94487044,-0.83788423,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.86886006,4
-0.9946033,-0.99468688,-0.94135063,-0.97653503,0.96407173,0.89155756,0.98139711,0.9012471,-0.8507439,-0.81421352,-0.68190427,-0.97744483,-0.97744483,-0.97744483,-0.97744483,-0.9921004,-0.77854662,-0.99457773,-0.99449188,-0.99347646,-0.98600961,-0.94635692,-0.84996072,-0.7827794,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.85760757,4
-0.99540687,-0.9958958,-0.94135063,-0.97312587,0.9613902,0.88977594,0.97903587,0.89416501,-0.77674718,-0.83690284,-0.68240684,-0.96941421,-0.96941421,-0.96941421,-0.96941421,-0.99073406,-0.81030229,-0.99468004,-0.99568216,-0.99394696,-0.98185053,-1.0,-0.87039785,-0.72952251,-1.0,-1.0,-1.0,-0.82016958,-1.0,-0.85020647,4
-0.99527112,-0.99607778,-0.94215312,-0.96912204,0.95843116,0.8862831,0.97472786,0.88637019,-0.75741954,-0.84773001,-0.79015164,-0.96435907,-0.96435907,-0.96435907,-0.96435907,-0.99286609,-0.84346046,-0.99412397,-0.9957894,-0.99413382,-0.98748183,-1.0,-0.81220504,-0.7827794,-1.0,-1.0,-1.0,-0.82016958,-1.0,-0.83708428,4
-0.9952344,-0.99571586,-0.94215312,-0.98585162,0.95536925,0.88382308,0.97434062,0.87831556,-0.83927424,-0.85895589,-0.7939587,-0.9846121,-0.9846121,-0.9846121,-0.9846121,-0.99475967,-0.89048857,-0.99497984,-0.99524773,-0.99389853,-0.98849331,-0.94635692,-0.87039785,-0.72952251,-1.0,-1.0,-1.0,-0.8734817,-1.0,-0.82158166,4
-0.99614684,-0.99641053,-0.94245072,-0.99389657,0.95445721,0.88005095,0.97433904,0.87591865,-0.82823515,-0.83690284,-0.81385853,-0.99405915,-0.99405915,-0.99405915,-0.99405915,-0.99519051,-0.98949309,-0.99523033,-0.99655647,-0.99488778,-0.9943624,-1.0,-0.87039785,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81675216,4
-0.99532178,-0.99578948,-0.94245072,-0.99192705,0.95367903,0.88005095,0.97209946,0.87387738,-0.75295471,-0.88269135,-0.83064568,-0.99191694,-0.99191694,-0.99191694,-0.99191694,-0.99462976,-0.9522201,-0.99432549,-0.99575097,-0.99437814,-0.9931325,-1.0,-1.0,-0.88855242,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81482041,4
-0.99564522,-0.9961944,-0.94248793,-0.9913919,0.95273941,0.87908067,0.97209946,0.87141216,-0.77871779,-0.95094202,-0.7623516,-0.99106641,-0.99106641,-0.99106641,-0.99106641,-0.99552279,-0.91907833,-0.99571497,-0.99549616,-0.99503671,-0.99443971,-0.94635692,-0.94487044,-0.88855242,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.81401627,4
-0.99682234,-0.99713555,-0.94168631,-0.99525201,0.95295892,0.87877899,0.97210271,0.87198763,-0.8507439,-0.96647428,-0.85910298,-0.9954684,-0.9954684,-0.9954684,-0.9954684,-0.99749317,-0.9472755,-0.99665539,-0.99681547,-0.99614535,-0.99733561,-1.0,-1.0,-0.83788423,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81539406,4
-0.99769926,-0.99797801,-0.94168631,-0.99485919,0.95286348,0.87877899,0.97270683,0.87173718,-0.88805374,-0.83697977,-0.8486859,-0.9953424,-0.9953424,-0.9953424,-0.9953424,-0.99599964,-0.94296457,-0.99724922,-0.99788103,-0.99700982,-0.99622689,-1.0,-1.0,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81472334,4
-0.99861576,-0.99872198,-0.94392267,-0.99260631,0.95275115,0.87821691,0.97270683,0.87144251,-0.91577638,-0.82538647,-0.80591386,-0.99202523,-0.99202523,-0.99202523,-0.99202523,-0.99614466,-0.86801354,-0.99885594,-0.99842057,-0.99814837,-0.99599664,-1.0,-1.0,-0.88855242,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81333463,4
-0.99811154,-0.99831142,-0.94257571,-0.99388937,0.95318455,0.87865,0.97319646,0.8725791,-0.8750964,-0.89525258,-0.8486859,-0.99357526,-0.99357526,-0.99357526,-0.99357526,-0.9974851,-0.8771642,-0.99785368,-0.99819106,-0.99799932,-0.99666683,-1.0,-1.0,-0.88855242,-1.0,-1.0,-1.0,-1.0,-1.0,-0.81277502,4
-0.99568875,-0.99653367,-0.93343563,-0.98689881,0.95337674,0.87870396,0.97347194,0.87308319,-0.78792545,-0.7881567,-0.74084071,-0.98675472,-0.98675472,-0.98675472,-0.98675472,-0.99198983,-0.84119383,-0.9943817,-0.99632207,-0.99530913,-0.9844134,-1.0,-0.87039785,-0.70608261,-1.0,-1.0,-1.0,-0.69565438,-1.0,-0.81448093,4
-0.99300996,-0.99335416,-0.9321539,-0.96533281,0.95467515,0.88412201,0.97348677,0.87649385,-0.75741954,-0.7069874,-0.65540367,-0.96373816,-0.96373816,-0.96373816,-0.96373816,-0.98553238,-0.80190273,-0.99168729,-0.99356473,-0.99137176,-0.97641691,-0.94635692,-0.74192439,-0.6455195,-1.0,-1.0,-0.94221628,-0.69565438,-1.0,-0.82060579,4
-0.9936011,-0.99399785,-0.9321539,-0.96811146,0.95839176,0.88691439,0.97396445,0.88626866,-0.79753503,-0.74724693,-0.62039899,-0.9660041,-0.9660041,-0.9660041,-0.9660041,-0.98773706,-0.78987177,-0.99217824,-0.99422849,-0.99346703,-0.98050733,-0.94635692,-0.7868864,-0.68438931,-1.0,-1.0,-1.0,-0.73917664,-1.0,-0.83515841,4
-0.99756019,-0.99764175,-0.94260286,-0.98718794,0.96142265,0.88771114,0.97933857,0.89424965,-0.8750964,-0.82645564,-0.66149237,-0.98625904,-0.98625904,-0.98625904,-0.98625904,-0.99294405,-0.77861728,-0.99755036,-0.99748099,-0.99733175,-0.98939997,-1.0,-0.94487044,-0.70608261,-1.0,-1.0,-1.0,-0.79195737,-1.0,-0.84951015,4
-0.99736761,-0.99754664,-0.94152223,-0.99279326,0.96237907,0.88792225,0.98202599,0.89677292,-0.8507439,-0.82645564,-0.75785197,-0.9928974,-0.9928974,-0.9928974,-0.9928974,-0.99433542,-0.80860918,-0.99705371,-0.99745707,-0.99710884,-0.99450745,-1.0,-0.90474776,-0.83788423,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.85326324,4
-0.99771762,-0.99813797,-0.94152223,-0.99415708,0.96236002,0.88792225,0.98202741,0.89672263,-0.8750964,-0.83690284,-0.76089534,-0.99435349,-0.99435349,-0.99435349,-0.99435349,-0.99504732,-0.85145261,-0.99731305,-0.99787226,-0.99746914,-0.99604139,-1.0,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.85098738,4
-0.99694693,-0.99734217,-0.94418343,-0.99188602,0.96179184,0.88731667,0.98128346,0.89522307,-0.88805374,-0.88269135,-0.72125978,-0.99210286,-0.99210286,-0.99210286,-0.99210286,-0.99407728,-0.81578644,-0.99632512,-0.99720562,-0.99672113,-0.99481868,-1.0,-0.90474776,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.84827153,4
-0.99647323,-0.9968943,-0.94264531,-0.98873287,0.96120221,0.88691848,0.9807989,0.89366759,-0.81760141,-0.84773001,-0.69761046,-0.98892774,-0.98892774,-0.98892774,-0.98892774,-0.99163877,-0.80934755,-0.99555353,-0.99689749,-0.99610543,-0.99080508,-1.0,-0.90474776,-0.88855242,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.84711972,4
-0.99756545,-0.99785188,-0.94264531,-0.98922562,0.96081,0.88635308,0.98020432,0.89263319,-0.80735107,-0.82645564,-0.70887022,-0.98919256,-0.98919256,-0.98919256,-0.98919256,-0.99283296,-0.80674887,-0.99587889,-0.99860929,-0.99798949,-0.99294253,-1.0,-0.90474776,-0.81351333,-1.0,-1.0,-0.94221628,-0.94618223,-1.0,-0.84757234,4
-0.99745114,-0.99754634,-0.94224061,-0.99232266,0.96043631,0.88635308,0.98006128,0.89164804,-0.77871779,-0.87060165,-0.7857508,-0.99244502,-0.99244502,-0.99244502,-0.99244502,-0.9946671,-0.8108543,-0.99642903,-0.99799146,-0.99698011,-0.9944809,-1.0,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,-0.84660768,4
-0.64462886,-0.66895142,-0.90022246,-0.7636923,-0.54703418,-0.14003572,-0.62558887,-0.96697641,-0.17518847,-0.28263458,-0.48577286,-0.74672717,-0.74672717,-0.74672717,-0.74672717,-0.94507264,-0.28629813,-0.66648739,-0.63614555,-0.69406979,-0.72468367,-0.12314267,-0.32423507,-0.10884826,-0.64694747,-0.58812682,-0.59810165,-0.070278985,-0.58939876,0.64336382,6
-0.95518795,-0.95292727,-0.90022246,-0.96261729,-0.65078148,-0.69247965,-0.62558887,-0.97110912,-0.71469684,-0.75496819,-0.83300047,-0.95931198,-0.95931198,-0.95931198,-0.95931198,-0.99241613,-0.92834945,-0.9724386,-0.949421,-0.96642279,-0.97890104,-0.76447967,-0.90474776,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.71665897,6
-0.98492703,-0.98552398,-0.93812098,-0.98486361,-0.63338693,-0.69247965,-0.59349775,-0.97683273,-0.70701903,-0.7881567,-0.77361156,-0.98500645,-0.98500645,-0.98500645,-0.98500645,-0.99063127,-0.88204677,-0.98608026,-0.98427087,-0.98618646,-0.98865222,-0.89287915,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-0.90701426,-1.0,0.70460387,6
-0.98410024,-0.9851792,-0.92460853,-0.98733584,-0.6408048,-0.6941411,-0.59329966,-0.97461875,-0.71560003,-0.75486096,-0.75700147,-0.98778411,-0.98778411,-0.98778411,-0.98778411,-0.99055696,-0.8412991,-0.98392328,-0.98401033,-0.98332707,-0.98807062,-0.79263267,-1.0,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.7096849,6
-0.98392389,-0.98393683,-0.92460853,-0.98748564,-0.64507368,-0.70590278,-0.59329966,-0.97333129,-0.75295471,-0.85895589,-0.82527857,-0.98825972,-0.98825972,-0.98825972,-0.98825972,-0.99248537,-0.84624758,-0.98931135,-0.98177427,-0.98888735,-0.99139718,-0.89287915,-0.94487044,-0.86879874,-1.0,-1.0,-1.0,-0.90701426,-1.0,0.71275939,6
-0.98169961,-0.98211807,-0.92860609,-0.98448983,-0.64195031,-0.7051509,-0.59325112,-0.97429678,-0.6720281,-0.88269135,-0.67287045,-0.9856715,-0.9856715,-0.9856715,-0.9856715,-0.98929003,-0.79095708,-0.98723086,-0.9794896,-0.98632064,-0.98895989,-0.85400629,-0.94487044,-0.80988792,-1.0,-1.0,-1.0,-0.90701426,-1.0,0.71056366,6
-0.98196504,-0.98355703,-0.91970091,-0.98404937,-0.64124575,-0.7051509,-0.58959806,-0.97451828,-0.69644228,-0.80663598,-0.63086611,-0.98530685,-0.98530685,-0.98530685,-0.98530685,-0.98750522,-0.8047891,-0.98551535,-0.98040595,-0.98521511,-0.98718735,-0.89287915,-0.94487044,-0.76062688,-1.0,-1.0,-1.0,-0.8734817,-1.0,0.71006013,6
-0.98778883,-0.99017255,-0.91970091,-0.99048275,-0.64146485,-0.70650641,-0.58959806,-0.97445333,-0.73088867,-0.81637168,-0.72607588,-0.99136623,-0.99136623,-0.99136623,-0.99136623,-0.99006911,-0.84869259,-0.9847592,-0.98918573,-0.98850158,-0.98869264,-0.87389237,-0.94487044,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.71015564,6
-0.99475944,-0.99572486,-0.93810521,-0.99501806,-0.6420009,-0.70650641,-0.5887933,-0.97428922,-0.70802088,-0.87060165,-0.76089534,-0.99569937,-0.99569937,-0.99569937,-0.99569937,-0.99262247,-0.84053666,-0.99326658,-0.99547117,-0.99414038,-0.99520857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.71046431,6
-0.99112422,-0.99116322,-0.93800439,-0.98839879,-0.64557258,-0.70978208,-0.5974498,-0.97317586,-0.78796987,-0.79304645,-0.73058231,-0.98960459,-0.98960459,-0.98960459,-0.98960459,-0.99264162,-0.80643426,-0.99235401,-0.99043646,-0.99304762,-0.9932175,-0.94635692,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.71299439,6
-0.97364824,-0.97217164,-0.91781501,-0.97830318,-0.65112723,-0.71145428,-0.60075808,-0.97139443,-0.75362867,-0.75786138,-0.69712295,-0.97910799,-0.97910799,-0.97910799,-0.97910799,-0.99199948,-0.83491001,-0.97977185,-0.97120241,-0.97933433,-0.98437702,-0.8207533,-0.87039785,-0.86879874,-1.0,-1.0,-1.0,-0.90701426,-1.0,0.71700346,6
-0.98462823,-0.98502025,-0.91781501,-0.98092131,-0.64720991,-0.69924107,-0.60075808,-0.97259854,-0.73439992,-0.80343976,-0.77548193,-0.98102489,-0.98102489,-0.98102489,-0.98102489,-0.9929535,-0.87062782,-0.98811859,-0.98309371,-0.98774087,-0.99095352,-0.85400629,-0.94487044,-1.0,-1.0,-1.0,-1.0,-0.90701426,-1.0,0.71425909,6
-0.98363445,-0.9856185,-0.91809349,-0.98830833,-0.63574676,-0.69810841,-0.5947479,-0.97614896,-0.6998341,-0.88269135,-0.75615022,-0.98864567,-0.98864567,-0.98864567,-0.98864567,-0.99131868,-0.85398365,-0.98239421,-0.98403295,-0.98418026,-0.98795685,-0.85400629,-0.90474776,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,0.70608189,6
-0.99236574,-0.99287222,-0.93992108,-0.99347601,-0.6343467,-0.69810841,-0.58286268,-0.97658379,-0.70701903,-0.90831726,-0.72505638,-0.99399726,-0.99399726,-0.99399726,-0.99399726,-0.99069994,-0.85054302,-0.99160791,-0.99260249,-0.99139572,-0.99311203,-0.87389237,-1.0,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,0.70511782,6
-0.99360487,-0.99420385,-0.93717938,-0.99558918,-0.63678553,-0.70176008,-0.58286268,-0.97586911,-0.74384037,-0.76783603,-0.83950459,-0.99641128,-0.99641128,-0.99641128,-0.99641128,-0.99219361,-0.83981628,-0.99221668,-0.99421303,-0.99326709,-0.99403303,-0.94635692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.70686052,6
-0.98969059,-0.98975658,-0.93474315,-0.99165614,-0.63706053,-0.70286388,-0.58366124,-0.97578699,-0.72265031,-0.71297627,-0.73918121,-0.99284873,-0.99284873,-0.99284873,-0.99284873,-0.99142805,-0.82952513,-0.99120156,-0.98888983,-0.99165124,-0.99242505,-0.94635692,-1.0,-0.83788423,-1.0,-1.0,-1.0,-1.0,-1.0,0.70702157,6
-0.98417845,-0.98439964,-0.92813584,-0.98781345,-0.63581593,-0.69748551,-0.58366124,-0.97615102,-0.74494966,-0.77092425,-0.68879488,-0.98834032,-0.98834032,-0.98834032,-0.98834032,-0.99088305,-0.81866476,-0.9895215,-0.98204451,-0.98791183,-0.99169309,-0.89287915,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.70615893,6
-0.6073418,-0.64082442,-0.87351396,-0.75365587,-0.62535197,-0.1325465,-0.71469448,-0.9439024,-0.10224967,-0.50403626,-0.62348069,-0.72580646,-0.72580646,-0.72580646,-0.72580646,-0.95804069,-0.39626113,-0.64635556,-0.59274854,-0.66470407,-0.76209161,-0.096302715,-0.43164531,-0.5461742,-0.55731147,-0.6721718,-0.80316383,-0.14279478,-0.60366518,0.69906211,6
-0.94163792,-0.93879768,-0.87351396,-0.93453624,-0.7229896,-0.75366598,-0.71469448,-0.94238384,-0.69644228,-0.69690557,-0.75785197,-0.93647086,-0.93647086,-0.93647086,-0.93647086,-0.98779992,-0.75190582,-0.96383668,-0.93435984,-0.95969621,-0.96112965,-0.74002326,-0.67893968,-0.90357248,-1.0,-1.0,-1.0,-0.58686111,-1.0,0.76656692,6
-0.9858785,-0.98833261,-0.92802197,-0.98624665,-0.69371153,-0.75366598,-0.65732098,-0.9559097,-0.75362867,-0.84773001,-0.69250627,-0.98668075,-0.98668075,-0.98668075,-0.98668075,-0.99072701,-0.80334429,-0.98634816,-0.98550833,-0.98502354,-0.98980267,-0.87389237,-1.0,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,0.74725384,6
-0.98575547,-0.98599408,-0.93272162,-0.98921904,-0.69829868,-0.75580231,-0.64696635,-0.95405876,-0.73942203,-0.85895589,-0.68720743,-0.98944715,-0.98944715,-0.98944715,-0.98944715,-0.99078955,-0.84310141,-0.9909954,-0.98366533,-0.98960932,-0.99096943,-0.89287915,-1.0,-0.83788423,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.75009345,6
-0.990889,-0.99083054,-0.93272162,-0.99298594,-0.70027804,-0.76372594,-0.64696635,-0.95325724,-0.69960845,-0.85895589,-0.74613933,-0.99373053,-0.99373053,-0.99373053,-0.99373053,-0.99138498,-0.82944849,-0.99085027,-0.99075921,-0.99094925,-0.99302537,-0.90731609,-1.0,-0.86879874,-1.0,-1.0,-1.0,-0.94618223,-1.0,0.75140585,6
-0.99448213,-0.99493353,-0.93912239,-0.9966102,-0.69825878,-0.76372594,-0.64476198,-0.9540946,-0.68430751,-0.79304645,-0.80680763,-0.99753684,-0.99753684,-0.99753684,-0.99753684,-0.99261797,-0.83404161,-0.99225041,-0.99566401,-0.99316691,-0.99545885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75004571,6
-0.99577117,-0.99604106,-0.94481425,-0.99659289,-0.69975092,-0.76391544,-0.6455738,-0.95347899,-0.71469684,-0.74823601,-0.80625019,-0.99736528,-0.99736528,-0.99736528,-0.99736528,-0.99274921,-0.86732154,-0.99431996,-0.99650286,-0.99547698,-0.99565564,-0.94635692,-1.0,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,0.75113412,6
